Speaker,Steam (ST)
{f:5:Beatrice},"""...What sort of tea should I prepare next? You have free choice of any brand that ever was throughout the ages."" "
,"""...Dried plum black tea. ...The kind that goes for 200 yen a pack."" "
{f:5:Beatrice},"""*cackle*cackle*...! ...For a thousand years, I have been fond of black tea, but I did not know of such a thing. ...I will never tire of living in this world."" "
,"""......Beato, you don't have to display such hostility. ...I am just a wandering witch. I didn't come with the intention of violating the rules of your territory."" "
{f:5:Beatrice},"""...*cackle*cackle* Hostility? I bear nothing of the sort. ...I am just terribly concerned with seeing to it that the legendary witch, Lady {f:5:Bernkastel}, is well attended to."" "
{f:5:Bernkastel},"""...You misunderstand. I am powerless. Before a witch such as you, who possesses the dreadful power to kill an individual a hundred times, I am completely powerless."" "
{f:5:Beatrice},"""That a powerless Lady Witch like you possesses a power that none can approach is what is truly terrifying. After all, that Great Witch, Lady {f:5:Lambdadelta}, was dethroned by you alone."" "
{f:5:Bernkastel},"""...I only won an endurance contest. She simply got tired."" "
{f:5:Beatrice},"""That is not what Lady {f:5:Lambdadelta} said though. ...*cackle*cackle*cackle* Too much humility can be unseemly, Lady {f:5:Bernkastel}."" "
{f:5:Bernkastel},"""...That girl has a dreadful power. ...The power to kill an individual ""without fail"". However, ""without fail"" doesn't exist in this world. No matter how many times you divide one, you can never reach zero. "
{f:5:Bernkastel},"That girl has the power to bring the odds of failure down to ""almost exactly zero"", ...the power to give rise to ""almost perfect certainty"". ...I hope I never have to fight such a terrifying witch again."" "
{f:5:Beatrice},"""However, you have the power to cause success without fail, ""as long as the odds are not zero"". ...Though you say ""without fail"" doesn't exist in this world, you possess an infallible power yourself. ...How very terrifying, *cackle*cackle*...!"" "
{f:5:Bernkastel},"""...The power to kill an individual ""endlessly""... ...I think you're the more terrifying one."" "
{f:5:Beatrice},"""You jest. ...From your point of view, mine is but a trifling power. This is most certainly what one would call empty praise."" "
{f:5:Bernkastel},"""...Call it flattery to make up for the cost of staying here. ...I am a fleeing traveler who crosses the Fragments, continually running from boredom. ...I simply came around because I heard you'd started something interesting. Have no doubts that I will choose to leave as soon as you are no longer interesting."" "
{f:5:Beatrice},"""*cackle*cackle*...! I, {f:5:Beatrice}, am deeply and humbly delighted to have the great Lady {f:5:Bernkastel} as an observer. *cackle*cackle*! And so, your impressions?"" "
{f:5:Bernkastel},"""...{f:5:Lambdadelta} is terrifying because of her cruelty, but she's a girl I can understand. ...You do seem to be capable of affection, but I can't understand you at all. That makes you much more terrifying than her."" "
{f:5:Beatrice},"""*cackle*cackle*cackle*...! I am fickle by nature. Do forgive me. ...Besides, I believe you also enjoy entrusting your fate to the roll of fickle dice, right, Lady {f:5:Bernkastel}?"" "
{f:5:Bernkastel},"""...When I roll the dice, I have a roll I clearly want to get. Unlike you. You, on the other hand, never let the dice fall from your hand. "
{f:5:Bernkastel},"So, whatever the roll might have been, you're never disappointed. Whatever roll the dice show you, you are satisfied ""without fail"". ...In that sense, you far surpass me."" "
{f:5:Bernkastel},"""...You're one I really don't want to fight with. Inside of you, there's nothing but zero. That's why I can't win against you with my power. ...It's the worst compatibility. ...Perhaps {f:5:Lambdadelta}, on the other hand, has a good compatibility against you. Since she would be able to kill your ""endless"" nature."" "
{f:5:Beatrice},"""*cackle*cackle*, *cackle*cackle*cackle*! ...Oh yes, witches truly are the best people to enjoy black tea with. One doesn't get bored. *cackle*cackle*!"" "
{f:5:Bernkastel},"""...Then, I'm relieved. Boredom is the only poison that can kill me. ...So, don't kill me, okay? Lady {f:5:Beatrice}, Endless Witch."" "
{f:5:Beatrice},"""If such is your wish, I, {f:5:Beatrice}, shall show you an even better time. "
{f:5:Beatrice},"...In that case, wouldn't it be best if I brought the next chessboard in right away? It seems the next tale would do more for you than another cup of black tea."" "
{f:5:Bernkastel},"""..............."" "
{f:5:Beatrice},"""Just wait for a moment. ...*cackle*cackle*!"" "
{f:5:Bernkastel},...Something troublesome seems to have taken a liking to you. 
{f:5:Bernkastel},"I'd really like to lend you my power, but as you just heard, that girl's power and mine have a very bad compatibility. Unfortunate as that may be. "
{f:5:Bernkastel},"But you really are pitiful, so I'll help you out just a bit. "
{f:5:Bernkastel},"First of all, about that girl. "
{f:5:Bernkastel},"She does have the name {f:5:Beatrice}, but that doesn't necessarily mean she is ""one individual woman"". "
{f:5:Bernkastel},"Get what I mean? In other words, she's not some Human. Her existence is a personification of the rules of this world. "
{f:5:Bernkastel},"To beat her, you have to expose the rules of this world and unravel them. "
{f:5:Bernkastel},Perhaps this can be likened to learning the rules of chess by watching a game. 
{f:5:Bernkastel},"First, take a good look at the chessboard. {n}Then, learn the movements and roles of the pieces. {n}Then, look for the conditions required to win at her game. "
{f:5:Bernkastel},"When you've managed to reveal all these things, her heart will be exposed. {n}After that, you can rip it apart or crush it as you please. "
{f:5:Bernkastel},"...I am being quite generous. In the past, when I had a human body, it took me a hundred years to notice even this much. "
{f:5:Bernkastel},"This is my meager farewell gift to you, the pitiful one captured by Beato. It's just like a spoon. "
